Source,Date,Amount,Description,Category
Expense,2021-01-15,39.03,Medicare Tax,Tax
Expense,2021-01-15,75.00,MN State Income Tax,Tax
Expense,2021-01-15,153.85,401k,Savings
Expense,2021-01-15,11.85,Dental Insurance,Health/Medical
Expense,2021-01-15,250.00,HSA,Health/Medical
Expense,2021-01-15,124.51,Health Insurance,Health/Medical
Expense,2021-01-15,10.74,Adobe Photoshop,Recreation
Expense,2021-01-15,109.90,Maven Thread,Personal
Expense,2021-01-16,25.79,Pizza Hut,Food
Expense,2021-01-16,291.05,Target,Food
Expense,2021-01-17,50.00,CFF,Charity
Expense,2021-01-18,50.00,St. Thomas,Charity
Expense,2021-01-18,47.49,Latched Mama,Personal
Expense,2021-01-18,0.99,Icloud,Recreation
Expense,2021-01-18,7.29,Chick-fil-A,Food
Expense,2021-01-19,13.97,Amazon Prime,Recreation
Expense,2021-01-19,7.53,Disney Plus,Recreation
Expense,2021-01-19,20.00,Arbor Day Foundation,Charity
Expense,2021-01-19,4.29,Apple,Recreation
Expense,2021-01-19,117.43,Target,Personal
Expense,2021-01-19,15.04,Netflix,Recreation
Expense,2021-01-20,12.89,Hulu,Recreation
Expense,2021-01-20,7.52,Raising Canes,Food
Expense,2021-01-21,7.52,Taco Bell,Food
Expense,2021-01-21,45.63,Target,Food
Expense,2021-01-22,45.78,Federal Income Tax,Tax
Expense,2021-01-22,57.47,Social Security Tax,Tax
Expense,2021-01-22,13.44,Medicare Tax,Tax
Expense,2021-01-22,24.90,MN State Income Tax,Tax
Expense,2021-01-24,7.53,Sephora,Recreation
Expense,2021-01-24,7.99,Minecraft Realm,Recreation
Expense,2021-01-25,50.00,St. Thomas,Charity
Expense,2021-01-25,7.99,Minecraft Realm,Recreation
Expense,2021-01-25,0.99,Icloud,Recreation
Expense,2021-01-25,59.32,Target,Personal
Expense,2021-01-26,27.14,Waste Management,Utilities
Expense,2021-01-26,215.00,National Camera,Recreation
Expense,2021-01-27,32.17,Steam,Recreation
Expense,2021-01-27,44.77,Doordash,Food
Expense,2021-01-28,160.27,Target,Food
Expense,2021-01-28,8.16,Target,Food
Expense,2021-01-29,173.25,Federal Income Tax,Tax
Expense,2021-01-29,166.89,Social Security Tax,Tax
Expense,2021-01-29,39.03,Medicare Tax,Tax
Expense,2021-01-29,119.00,MN State Income Tax,Tax
Expense,2021-01-29,153.85,401k,Savings
Expense,2021-01-29,250.00,HSA,Health/Medical
Expense,2021-01-29,11.85,Dental Insurance,Health/Medical
Expense,2021-01-29,124.51,Health Insurance,Health/Medical
Expense,2021-01-29,138.71,Aptive Environmental,Personal
Expense,2021-01-30,7.52,Raising Canes,Food
Expense,2021-01-30,47.89,Target,Personal
Expense,2021-01-31,45.12,Pizza Hut,Food
Expense,2021-01-31,5.32,Barnes and Noble,Recreation
Expense,2021-01-31,8.46,Burger King,Food
Expense,2021-02-01,16.50,BWS Subscription,Utilities
Expense,2021-02-01,50.00,St. Thomas,Charity
Expense,2021-02-01,37.54,Grove Collaborative,Personal
Expense,2021-02-01,2028.86,Mortgage,Home
Expense,2021-02-02,138.17,State Farm Insurance,Transportation
Expense,2021-02-02,65.00,Centurylink Internet,Utilities
Expense,2021-02-02,109.31,Xcel Energy,Utilities
Expense,2021-02-02,49.44,Target,Personal
Expense,2021-02-04,18.27,Itunes,Recreation
Expense,2021-02-04,63.73,Burts Bees,Personal
Expense,2021-02-04,185.39,Target,Food
Expense,2021-02-05,45.08,Federal Income Tax,Tax
Expense,2021-02-05,57.04,Social Security Tax,Tax
Expense,2021-02-05,13.34,Medicare Tax,Tax
Expense,2021-02-05,24.53,MN State Income Tax,Tax
Expense,2021-02-05,44.31,Rusty Taco,Food
Expense,2021-02-07,117.70,Centerpoint Energy,Utilities
Expense,2021-02-07,-680.00,Jenna Rent,Home
Expense,2021-02-07,-136.63,Jenna Utilities,Utilities
Expense,2021-02-07,122.01,City of Maple Grove,Utilities
Expense,2021-02-07,158.00,Minchkin,Personal
Expense,2021-02-07,39.31,Target,Personal
Expense,2021-02-07,63.06,Target,Food
Expense,2021-02-08,7.95,Raising Canes,Food
Expense,2021-02-09,-2948.50,St. Thomas University,Debt
Expense,2021-02-09,21.44,Steam,Recreation
Expense,2021-02-09,220.39,Target,Food
Expense,2021-02-10,25.08,Jimmy Johns,Food
Expense,2021-02-10,7.80,Chipotle,Food
Expense,2021-02-11,35.74,Target,Personal
Expense,2021-02-11,20.41,Target,Personal
Expense,2021-02-12,173.25,Federal Income Tax,Tax
Expense,2021-02-12,166.89,Social Security Tax,Tax
Expense,2021-02-12,39.03,Medicare Tax,Tax
Expense,2021-02-12,119.00,MN State Income Tax,Tax
Expense,2021-02-12,153.85,401k,Savings
Expense,2021-02-12,250.00,HSA,Health/Medical
Expense,2021-02-12,11.85,Dental Insurance,Health/Medical
Expense,2021-02-12,124.51,Health Insurance,Health/Medical
Expense,2021-02-12,6.44,Funimation,Recreation
Expense,2021-02-12,45.96,Target,Food
Expense,2021-02-14,8.16,Target,Food
Expense,2021-02-14,187.21,Target,Personal
Expense,2021-02-15,10.74,Adobe Photoshop,Recreation
Expense,2021-02-15,7.95,Raising Canes,Food
Expense,2021-02-15,42.50,Gas,Transportation
Expense,2021-02-16,50.00,St. Thomas,Charity
Expense,2021-02-17,15.04,Netflix,Recreation
Expense,2021-02-17,50.00,CFF,Charity
Expense,2021-02-18,0.99,Icloud,Recreation
Expense,2021-02-18,25.00,AuviQ,Health/Medical
Expense,2021-02-18,78.29,Rusty Taco,Food
Expense,2021-02-19,61.63,Federal Income Tax,Tax
Expense,2021-02-19,67.30,Social Security Tax,Tax
Expense,2021-02-19,15.74,Medicare Tax,Tax
Expense,2021-02-19,33.38,MN State Income Tax,Tax
Expense,2021-02-19,13.97,Amazon Prime,Recreation
Expense,2021-02-19,7.53,Disney Plus,Recreation
Expense,2021-02-20,12.89,Hulu,Recreation
Expense,2021-02-20,23.63,Home Depot,Personal
Expense,2021-02-21,198.09,Gap,Personal
Expense,2021-02-21,50.63,Jimmy Johns,Food
Expense,2021-02-21,164.83,Target,Personal
Expense,2021-02-21,15.00,Target,Personal
Expense,2021-02-21,164.59,Target,Food
Expense,2021-02-22,50.00,St. Thomas,Charity
Expense,2021-02-22,7.95,Raising Canes,Food
Expense,2021-02-22,18.99,Target,Personal
Expense,2021-02-23,27.34,Waste Management,Utilities
Expense,2021-02-23,-42.30,Amazon,Recreation
Expense,2021-02-24,3358.67,Great Lakes Loans,Debt
Expense,2021-02-25,0.99,Icloud,Recreation
Expense,2021-02-26,173.25,Federal Income Tax,Tax
Expense,2021-02-26,166.89,Social Security Tax,Tax
Expense,2021-02-26,39.03,Medicare Tax,Tax
Expense,2021-02-26,119.00,MN State Income Tax,Tax
Expense,2021-02-26,153.85,401k,Savings
Expense,2021-02-26,250.00,HSA,Health/Medical
Expense,2021-02-26,11.85,Dental Insurance,Health/Medical
Expense,2021-02-26,124.51,Health Insurance,Health/Medical
Expense,2021-02-26,141.81,Target,Food
Expense,2021-02-26,21.73,Target,Personal
Expense,2021-02-27,25.79,Pizza Hut,Food
Expense,2021-02-27,8.70,Culvers,Food
Expense,2021-02-27,73.84,Target,Personal
Expense,2021-02-27,23.74,Target,Personal
Expense,2021-02-28,25.00,Kyoto Sushi,Food
Expense,2021-02-28,26.41,Target,Food
Expense,2021-02-28,31.15,Adjustment,Other
Expense,2021-03-01,70.52,Nested Bean,Personal
Expense,2021-03-01,16.50,BWS Subscription,Utilities
Expense,2021-03-01,50.00,St Thomas,Charity
Expense,2021-03-01,2028.86,Mortgage,Home
Expense,2021-03-01,138.17,State Farm Insurance,Transportation
Expense,2021-03-01,-680.00,Jenna Rent,Home
Expense,2021-03-02,65.17,Target,Food
Expense,2021-03-03,50.17,Grove Collaborative,Personal
Expense,2021-03-03,39.40,Target,Personal
Expense,2021-03-04,494.60,Mockingbird,Personal
Expense,2021-03-04,37.92,Rusty Taco,Food
Expense,2021-03-04,43.02,Ryan and Rose,Personal
Expense,2021-03-04,7.95,Raising Canes,Food
Expense,2021-03-04,77.86,Target,Food
Expense,2021-03-05,430.09,Wayfair,Home
Expense,2021-03-05,3507.00,BWS Water Heater,Home
Expense,2021-03-05,1000.00,Team Howsman,Charity
Expense,2021-03-05,35.13,Federal Income Tax,Tax
Expense,2021-03-05,50.87,Social Security Tax,Tax
Expense,2021-03-05,11.89,Medicare Tax,Tax
Expense,2021-03-05,19.20,MN State Income Tax,Tax
Expense,2021-03-05,3086.78,Federal Income Tax,Tax
Expense,2021-03-05,869.91,Social Security Tax,Tax
Expense,2021-03-05,203.44,Medicare Tax,Tax
Expense,2021-03-05,877.00,MN State Income Tax,Tax
Expense,2021-03-05,7.80,Chipotle,Food
Expense,2021-03-05,68.60,Target,Personal
Expense,2021-03-06,13.94,Arbys,Food
Expense,2021-03-07,116.34,Target,Food
Expense,2021-03-08,50.00,St. Thomas,Charity
Expense,2021-03-08,37.39,Pizza Hut,Food
Expense,2021-03-08,6.00,Parking,Transportation
Expense,2021-03-09,25.98,Called Surf,Personal
Expense,2021-03-10,43.90,Gap,Personal
Expense,2021-03-11,108.54,Target,Food
Expense,2021-03-11,67.66,Gap,Personal
Expense,2021-03-12,173.25,Federal Income Tax,Tax
Expense,2021-03-12,166.89,Social Security Tax,Tax
Expense,2021-03-12,39.03,Medicare Tax,Tax
Expense,2021-03-12,119.00,MN State Income Tax,Tax
Expense,2021-03-12,153.85,401k,Savings
Expense,2021-03-12,250.00,HSA,Health/Medical
Expense,2021-03-12,11.85,Dental Insurance,Health/Medical
Expense,2021-03-12,124.51,Health Insurance,Health/Medical
Expense,2021-03-12,2000.00,Nelnet,Debt
Expense,2021-03-12,32.24,Ubisoft,Recreation
Expense,2021-03-12,6.44,Funimation,Recreation
Expense,2021-03-12,132.37,Target,Personal
Expense,2021-03-12,8.16,Target,Personal
Expense,2021-03-12,6.53,Target,Personal
Expense,2021-03-12,23.42,Target,Personal
Expense,2021-03-13,7.95,Raising Canes,Food
Expense,2021-03-13,58.62,Target,Personal
Expense,2021-03-14,22.05,Munchkin,Personal
Expense,2021-03-14,207.33,Target,Food
Expense,2021-03-15,50.00,CFF,Charity
Expense,2021-03-15,50.00,St. Thomas,Charity
Expense,2021-03-15,64.98,WhiteCoGadgets,Other
Expense,2021-03-15,10.74,Adobe Photoshop,Recreation
Expense,2021-03-16,52.93,Target,Personal
Expense,2021-03-17,99.87,Etsy,Recreation
Expense,2021-03-17,5.37,Vudu,Other
Expense,2021-03-17,0.13,Brooklyn,Other
Expense,2021-03-18,0.99,Icloud,Recreation
Expense,2021-03-18,6.44,Vudu,Other
Expense,2021-03-18,175.42,Target,Food
Expense,2021-03-18,40.82,Target,Personal
Expense,2021-03-19,44.53,Federal Income Tax,Tax
Expense,2021-03-19,56.70,Social Security Tax,Tax
Expense,2021-03-19,13.26,Medicare Tax,Tax
Expense,2021-03-19,24.23,MN State Income Tax,Tax
Expense,2021-03-19,13.97,Amazon Prime,Recreation
Expense,2021-03-19,42.95,Lowes,Personal
Expense,2021-03-19,9.49,Target,Personal
Expense,2021-03-19,78.78,Target,Personal
Expense,2021-03-20,7.53,Disney Plus,Recreation
Expense,2021-03-20,5.38,Taco Bell,Food
Expense,2021-03-20,12.89,Hulu,Recreation
Expense,2021-03-21,25.00,Kyoto Sushi,Food
Expense,2021-03-21,113.03,Amazon,Recreation
Expense,2021-03-21,55.18,Target,Food
Expense,2021-03-22,46.59,Gas,Transportation
Expense,2021-03-22,27.55,Waste Management,Utilities
Expense,2021-03-22,50.00,St. Thomas,Charity
Expense,2021-03-22,214.35,Target,Food
Expense,2021-03-22,76.04,Target,Personal
Expense,2021-03-23,65.00,Centurylink Internet,Utilities
Expense,2021-03-23,27.55,Waste Management,Utilities
Expense,2021-03-24,1852.50,Amazon,Recreation
Expense,2021-03-25,0.99,Icloud,Recreation
Expense,2021-03-26,173.25,Federal Income Tax,Tax
Expense,2021-03-26,166.89,Social Security Tax,Tax
Expense,2021-03-26,39.03,Medicare Tax,Tax
Expense,2021-03-26,119.00,MN State Income Tax,Tax
Expense,2021-03-26,153.85,401k,Savings
Expense,2021-03-26,250.00,HSA,Health/Medical
Expense,2021-03-26,11.85,Dental Insurance,Health/Medical
Expense,2021-03-26,124.51,Health Insurance,Health/Medical
Expense,2021-03-26,7.99,Minecraft Realm,Recreation
Expense,2021-03-26,127.98,Immersive Van Gogh,Recreation
Expense,2021-03-27,37.39,Pizza Hut,Food
Expense,2021-03-27,273.54,Target,Food
Expense,2021-03-28,185.95,Target,Personal
Expense,2021-03-28,24.69,Target,Personal
Expense,2021-03-29,50.00,St. Thomas,Charity
Expense,2021-03-29,36.55,Doordash,Food
Expense,2021-03-29,85.48,Latched Mama,Personal
Expense,2021-03-29,45.98,Mama Bear Virtual,Recreation
Expense,2021-03-30,22.95,Jimmy Johns,Food
Expense,2021-03-30,81.14,Gap,Personal
Expense,2021-03-31,199.79,Amazon,Recreation
Expense,2021-03-31,238.39,Target,Food
Expense,2021-04-01,198.62,Xcel Energy,Utilities
Expense,2021-04-01,142.62,Centerpoint Energy,Utilities
Expense,2021-04-01,16.50,BWS Subscription,Utilities
Expense,2021-04-01,38.68,Amazon,Recreation
Expense,2021-04-01,134.34,State Farm Insurance,Transportation
Expense,2021-04-01,2028.86,Mortgage,Home
Expense,2021-04-01,-680.00,Jenna Rent,Home
Expense,2021-04-02,59.23,Federal Income Tax,Tax
Expense,2021-04-02,65.82,Social Security Tax,Tax
Expense,2021-04-02,15.40,Medicare Tax,Tax
Expense,2021-04-02,32.10,MN State Income Tax,Tax
Expense,2021-04-03,6.07,Target,Personal
Expense,2021-04-03,67.78,Grove Collaborative,Personal
Expense,2021-04-05,18.22,Home Depot,Personal
Expense,2021-04-05,66.19,Doordash,Food
Expense,2021-04-05,32.23,Amazon,Recreation
Expense,2021-04-05,7.69,Walgreens,Recreation
Expense,2021-04-05,85.64,Maven Thread,Recreation
Expense,2021-04-05,50.00,St. Thomas,Charity
Expense,2021-04-06,196.53,Target,Food
Expense,2021-04-06,18.40,Gap,Personal
Expense,2021-04-07,7.80,Chipotle,Food
Expense,2021-04-08,102.40,Gap,Personal
Expense,2021-04-08,70.00,Etsy,Recreation
Expense,2021-04-08,35.42,Rusty Raco,Food
Expense,2021-04-08,10.16,Steam,Recreation
Expense,2021-04-08,21.44,Steam,Recreation
Expense,2021-04-09,133.43,City of Maple Grove,Utilities
Expense,2021-04-09,179.64,Federal Income Tax,Tax
Expense,2021-04-09,170.35,Social Security Tax,Tax
Expense,2021-04-09,39.84,Medicare Tax,Tax
Expense,2021-04-09,123.00,MN State Income Tax,Tax
Expense,2021-04-09,156.65,401k,Savings
Expense,2021-04-09,250.00,HSA,Health/Medical
Expense,2021-04-09,11.85,Dental Insurance,Health/Medical
Expense,2021-04-09,124.51,Health Insurance,Health/Medical
Expense,2021-04-10,354.67,Target,Food
Expense,2021-04-10,29.36,BTOSINTEGRA,Recreation
Expense,2021-04-10,49.59,Amazon,Recreation
Expense,2021-04-12,6.44,Funimation,Recreation
Expense,2021-04-12,15.00,AtlanticLog,Recreation
Expense,2021-04-12,50.00,St. Thomas,Charity
Expense,2021-04-13,34.38,Amazon,Recreation
Expense,2021-04-14,-171.00,Delta Dental,Health/Medical
Expense,2021-04-14,5.66,Caribou Coffee,Food
Expense,2021-04-14,171.00,Dr. Keller,Health/Medical
Expense,2021-04-14,7.52,Amazon,Recreation
Expense,2021-04-14,222.57,Ikea,Recreation
Expense,2021-04-14,6.75,Little Way,Recreation
Expense,2021-04-15,83.06,Centerpoint Energy,Utilities
Expense,2021-04-15,65.00,Centerpoint Energy,Utilities
Expense,2021-04-15,-245.13,Jenna Utilities,Utilities
Expense,2021-04-15,130.97,Target,Personal
Expense,2021-04-15,36.20,Doordash,Food
Expense,2021-04-15,10.74,Adobe Photoshop,Recreation
Expense,2021-04-16,46.53,Federal Income Tax,Tax
Expense,2021-04-16,57.93,Social Security Tax,Tax
Expense,2021-04-16,13.55,Medicare Tax,Tax
Expense,2021-04-16,32.10,MN State Income Tax,Tax
Expense,2021-04-16,154.79,Target,Food
Expense,2021-04-16,50.00,CFF,Charity
Expense,2021-04-16,46.43,Pizza Hut,Food
Expense,2021-04-17,7.95,Raising Canes,Food
Expense,2021-04-18,88.74,Target,Personal
Expense,2021-04-18,0.99,Icloud,Recreation
Expense,2021-04-18,18.27,Itunes,Recreation
Expense,2021-04-19,30.13,Target,Personal
Expense,2021-04-19,49.07,Gas,Transportation
Expense,2021-04-19,13.97,Amazon Prime,Recreation
Expense,2021-04-19,50.00,St. Thomas,Charity
Expense,2021-04-19,40.00,Buffalo Wild Wings,Food
Expense,2021-04-20,74.80,Target,Personal
Expense,2021-04-20,25.00,Kyoto Sushi,Food
Expense,2021-04-20,8.61,Disney Plus,Recreation
Expense,2021-04-20,12.89,Hulu,Recreation
Expense,2021-04-20,39.54,Olive Garden,Food
Expense,2021-04-21,33.78,Target,Personal
Expense,2021-04-21,6.00,White Castle,Food
Expense,2021-04-21,59.07,Joann Fabric,Recreation
Expense,2021-04-21,9.14,Chick-fil-A,Food
Expense,2021-04-22,1000.00,Nelnet,Debt
Expense,2021-04-22,109.32,Target,Personal
Expense,2021-04-22,13.83,Wendys,Food
Expense,2021-04-22,171.00,Dr. Keller,Health/Medical
Expense,2021-04-22,21.10,UPSP,Recreation
Expense,2021-04-23,179.64,Federal Income Tax,Tax
Expense,2021-04-23,170.35,Social Security Tax,Tax
Expense,2021-04-23,39.84,Medicare Tax,Tax
Expense,2021-04-23,123.00,MN State Income Tax,Tax
Expense,2021-04-23,156.65,401k,Savings
Expense,2021-04-23,250.00,HSA,Health/Medical
Expense,2021-04-23,11.85,Dental Insurance,Health/Medical
Expense,2021-04-23,124.51,Health Insurance,Health/Medical
Expense,2021-04-23,21.44,Steam,Recreation
Expense,2021-04-24,0.99,Icloud,Recreation
Expense,2021-04-24,46.18,Doordash,Food
Expense,2021-04-24,54.00,Etsy,Recreation
Expense,2021-04-24,393.46,Leaflet Missal,Recreation
Expense,2021-04-24,137.84,Home Depot,Recreation
Expense,2021-04-25,391.91,Target,Food
Expense,2021-04-25,28.21,Waste Management,Utilities
Expense,2021-04-26,12.91,Etsy,Recreation
Expense,2021-04-26,50.00,St. Thomas,Charity
Expense,2021-04-27,19.63,Target,Personal
Expense,2021-04-27,8.36,Etsy,Recreation
Expense,2021-04-28,296.66,CatholicCo,Recreation
Expense,2021-04-29,194.00,Dr. Keller,Health/Medical
Expense,2021-04-30,51.58,Federal Income Tax,Tax
Expense,2021-04-30,61.07,Social Security Tax,Tax
Expense,2021-04-30,14.28,Medicare Tax,Tax
Expense,2021-04-30,28.01,MN State Income Tax,Tax
Expense,2021-04-30,139.50,Flower Girl Dress,Recreation
Expense,2021-04-30,7.80,Chipotle,Food
Expense,2021-04-30,151.64,Target,Food
Expense,2021-04-30,12.03,Adjustment,Other
Expense,2021-04-30,-171.00,Delta Dental,Health/Medical
Expense,2021-04-30,-128.80,Delta Dental,Health/Medical
Expense,2021-05-01,134.34,State Farm Insurance,Transportation
Expense,2021-05-01,65.00,Centurylink Internet,Utilities
Expense,2021-05-01,2028.86,Mortgage,Home
Expense,2021-05-01,1000.00,Nelnet,Debt
Expense,2021-05-01,-680.00,Jenna Rent,Home
Expense,2021-05-01,1.27,Parking,Transportation
Expense,2021-05-02,45.17,Betabrand,Recreation
Expense,2021-05-03,16.50,BWS subscription,Utilities
Expense,2021-05-03,50.00,St. Thomas,Charity
Expense,2021-05-03,28.39,Noodles and Company,Food
Expense,2021-05-03,21.39,Chick-fil-A,Food
Expense,2021-05-03,45.18,Gas,Transportation
Expense,2021-05-04,58.79,Grove Collaborative,Personal
Expense,2021-05-04,7.80,Chipotle,Food
Expense,2021-05-04,141.98,Target,Food
Expense,2021-05-05,56.70,Gap,Personal
Expense,2021-05-06,45.98,Run Signup,Recreation
Expense,2021-05-06,5.38,Gap,Personal
Expense,2021-05-06,83.73,Gap,Personal
Expense,2021-05-07,179.64,Federal Income Tax,Tax
Expense,2021-05-07,170.35,Social Security Tax,Tax
Expense,2021-05-07,39.84,Medicare Tax,Tax
Expense,2021-05-07,123.00,MN State Income Tax,Tax
Expense,2021-05-07,156.65,401k,Savings
Expense,2021-05-07,250.00,HSA,Health/Medical
Expense,2021-05-07,11.85,Dental Insurance,Health/Medical
Expense,2021-05-07,124.51,Health Insurance,Health/Medical
Expense,2021-05-07,23.95,Maven Thread,Recreation
Expense,2021-05-07,26.19,JCPenney,Personal
Expense,2021-05-07,73.30,Doordash,Food
Expense,2021-05-09,371.67,Target,Food
Expense,2021-05-09,23.86,Gap,Personal
Expense,2021-05-10,50.00,St. Thomas,Charity
Expense,2021-05-10,6.21,Caribou Coffee,Food
Expense,2021-05-10,173.90,Home Depot,Recreation
Expense,2021-05-10,94.55,Lynde Greenhouse,Recreation
Expense,2021-05-10,14.35,Fairs Nursery,Recreation
Expense,2021-05-10,18.98,Arbys,Food
Expense,2021-05-11,39.56,St. Thomas University,Recreation
Expense,2021-05-11,31.76,Target,Personal
Expense,2021-05-11,5.96,Target,Health/Medical
Expense,2021-05-11,23.88,Target,Personal
Expense,2021-05-12,7.80,Chipotle,Food
Expense,2021-05-13,630.00,Kidspeak,Health/Medical
Expense,2021-05-13,108.66,Target,Personal
Expense,2021-05-14,50.68,Federal Income Tax,Tax
Expense,2021-05-14,60.52,Social Security Tax,Tax
Expense,2021-05-14,14.15,Medicare Tax,Tax
Expense,2021-05-14,27.52,MN State Income Tax,Tax
Expense,2021-05-14,60.08,Ave Maria Press,Recreation
Expense,2021-05-15,26.10,Pizza Hut,Food
Expense,2021-05-15,10.74,Adobe Photoshop,Recreation
Expense,2021-05-16,50.00,CFF,Charity
Expense,2021-05-16,202.43,Target,Food
Expense,2021-05-17,50.00,St. Thomas,Charity
Expense,2021-05-17,50.00,Kyoto Sushi,Food
Expense,2021-05-17,7.08,Arbys,Food
Expense,2021-05-17,15.04,Netflix,Recreation
Expense,2021-05-17,39.56,University of St. Thomas,Personal
Expense,2021-05-18,0.99,Icloud,Recreation
Expense,2021-05-18,7.52,Discovery Plus,Recreation
Expense,2021-05-19,13.97,Amazon Prime,Recreation
Expense,2021-05-19,164.45,Target,Food
Expense,2021-05-19,27.55,Target,Personal
Expense,2021-05-20,8.61,Disney Plus,Recreation
Expense,2021-05-20,12.89,Hulu,Recreation
Expense,2021-05-21,179.64,Federal Income Tax,Tax
Expense,2021-05-21,170.35,Social Security Tax,Tax
Expense,2021-05-21,39.84,Medicare Tax,Tax
Expense,2021-05-21,123.00,MN State Income Tax,Tax
Expense,2021-05-21,156.65,401k,Savings
Expense,2021-05-21,250.00,HSA,Health/Medical
Expense,2021-05-21,11.85,Dental Insurance,Health/Medical
Expense,2021-05-21,124.51,Health Insurance,Health/Medical
Expense,2021-05-21,22.98,FreeTaxUSA,Personal
Expense,2021-05-22,160.00,HOM Furniture,Home
Expense,2021-05-22,32.24,Dicks Sporting Goods,Personal
Expense,2021-05-22,72.80,GAP,Personal
Expense,2021-05-23,311.22,Target,Food
Expense,2021-05-24,50.00,St. Thomas,Charity
Expense,2021-05-24,0.99,Icloud,Recreation
Expense,2021-05-24,23.32,Chick-fil-A,Food
Expense,2021-05-24,132.81,Lowes,Personal
Expense,2021-05-24,73.75,Target,Personal
Expense,2021-05-25,20.00,CFF,Charity
Expense,2021-05-25,31.22,Waste Management,Utilities
Expense,2021-05-25,198.91,Amazon,Recreation
Expense,2021-05-25,37.14,Amazon,Recreation
Expense,2021-05-25,300.00,Julianne,Home
Expense,2021-05-26,131.00,Kidspeak,Health/Medical
Expense,2021-05-26,907.10,Kidspeak,Health/Medical
Expense,2021-05-26,132.16,Barnes and Noble,Recreation
Expense,2021-05-26,49.01,Gas,Transportation
Expense,2021-05-26,72.55,Target,Personal
Expense,2021-05-26,71.50,Target,Personal
Expense,2021-05-27,7.33,Raising Canes,Food
Expense,2021-05-27,85.55,Home Depot,Personal
Expense,2021-05-28,37.78,Federal Income Tax,Tax
Expense,2021-05-28,52.51,Social Security Tax,Tax
Expense,2021-05-28,12.28,Medicare Tax,Tax
Expense,2021-05-28,20.62,MN State Income Tax,Tax
Expense,2021-05-28,11.15,Wendys,Food
Expense,2021-05-29,109.14,Maven Thread,Personal
Expense,2021-05-29,7.00,Parking,Transportation
Expense,2021-05-29,252.79,Target,Personal
Expense,2021-05-30,21.44,Steam,Recreation
Expense,2021-05-31,50.00,St. Thomas,Charity
Expense,2021-05-31,41.28,Doordash,Food
Expense,2021-05-31,33.87,Sephora,Personal
Expense,2021-05-31,50.00,Good Earth,Food
Expense,2021-05-31,10.73,Dicks Sporting Goods,Personal
Expense,2021-05-31,37.59,Home Depot,Personal
Expense,2021-05-31,-41.39,Adjustment,Other
Expense,2021-06-01,36.94,Pizza Hut,Food
Expense,2021-06-01,75.32,Etsy,Food
Expense,2021-06-01,16.50,BWS subscription,Utilities
Expense,2021-06-01,322.56,Maple Grove Cycling,Recreation
Expense,2021-06-01,185.37,Xcel Energy,Utilities
Expense,2021-06-01,68.63,Centerpoint Energy,Utilities
Expense,2021-06-02,2019.22,Mortgage,Home
Expense,2021-06-02,134.34,State Farm Insurance,Transportation
Expense,2021-06-02,65.00,Centurylink Internet,Utilities
Expense,2021-06-02,1000.00,Nelnet,Debt
